ID;INDICATOR;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM
107;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;1999;23;All ages;0
108;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2000;24;All ages;0
109;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2001;25;All ages;0
110;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2002;26;All ages;0
111;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2003;27;All ages;0
112;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2004;28;All ages;0
113;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2005;29;All ages;0
114;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2006;30;All ages;0
115;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2007;31;All ages;0
116;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2008;32;All ages;0
117;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2009;33;All ages;0
118;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2010;34;All ages;0
119;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2011;35;All ages;0
120;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2012;36;All ages;0
121;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2013;37;All ages;0
122;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2014;38;All ages;0
123;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2015;39;All ages;0
124;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2016;40;All ages;0
125;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2017;41;All ages;0
126;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex;2;Female;2.2;2018;42;All ages;0
127;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1950;1;All ages;0
128;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1960;2;All ages;0
129;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1970;3;All ages;0
130;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1980;4;All ages;0
131;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1981;5;All ages;0
132;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1982;6;All ages;0
133;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1983;7;All ages;0
134;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1984;8;All ages;0
135;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1985;9;All ages;0
136;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1986;10;All ages;0
137;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1987;11;All ages;0
138;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1988;12;All ages;0
139;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1989;13;All ages;0
140;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1990;14;All ages;0
141;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1991;15;All ages;0
142;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1992;16;All ages;0
143;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1993;17;All ages;0
144;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1994;18;All ages;0
145;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1995;19;All ages;0
146;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1996;20;All ages;0
147;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1997;21;All ages;0
148;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1998;22;All ages;0
149;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;1999;23;All ages;0
150;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2000;24;All ages;0
151;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2001;25;All ages;0
152;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2002;26;All ages;0
153;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2003;27;All ages;0
154;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2004;28;All ages;0
155;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2005;29;All ages;0
156;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2006;30;All ages;0
157;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2007;31;All ages;0
158;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2008;32;All ages;0
159;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2009;33;All ages;0
160;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2010;34;All ages;0
161;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2011;35;All ages;0
162;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2012;36;All ages;0
163;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2013;37;All ages;0
164;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2014;38;All ages;0
165;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2015;39;All ages;0
166;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2016;40;All ages;0
167;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2017;41;All ages;0
168;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: White;4.11;2018;42;All ages;0
169;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1950;1;All ages;0
170;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1960;2;All ages;0
171;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1970;3;All ages;0
172;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1980;4;All ages;0
173;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1981;5;All ages;0
174;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1982;6;All ages;0
175;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1983;7;All ages;0
176;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1984;8;All ages;0
177;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1985;9;All ages;0
178;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1986;10;All ages;0
179;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1987;11;All ages;0
180;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1988;12;All ages;0
181;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1989;13;All ages;0
182;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1990;14;All ages;0
183;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1991;15;All ages;0
184;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1992;16;All ages;0
185;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1993;17;All ages;0
186;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1994;18;All ages;0
187;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1995;19;All ages;0
188;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1996;20;All ages;0
189;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1997;21;All ages;0
190;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1998;22;All ages;0
191;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;1999;23;All ages;0
192;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2000;24;All ages;0
193;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2001;25;All ages;0
194;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2002;26;All ages;0
195;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2003;27;All ages;0
196;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2004;28;All ages;0
197;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2005;29;All ages;0
198;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2006;30;All ages;0
199;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2007;31;All ages;0
200;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2008;32;All ages;0
201;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2009;33;All ages;0
202;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2010;34;All ages;0
203;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2011;35;All ages;0
204;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2012;36;All ages;0
205;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2013;37;All ages;0
206;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2014;38;All ages;0
207;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2015;39;All ages;0
208;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2016;40;All ages;0
209;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2017;41;All ages;0
210;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: Black or African American;4.12;2018;42;All ages;0
211;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1950;1;All ages;0
212;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1960;2;All ages;0
213;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1970;3;All ages;0
214;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1980;4;All ages;0
215;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1981;5;All ages;0
216;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1982;6;All ages;0
217;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1983;7;All ages;0
218;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1984;8;All ages;0
219;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1985;9;All ages;0
220;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1986;10;All ages;0
221;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1987;11;All ages;0
222;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1988;12;All ages;0
223;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1989;13;All ages;0
224;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1990;14;All ages;0
225;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1991;15;All ages;0
226;Death rates for suicide;Deaths per 100,000 resident population, age-adjusted;1;Sex and race;4;Male: American Indian or Alaska Native;4.13;1992;16;All ages;0
